Year,Donor.Name,variable,value
2015,Italy,Maternal and newborn health,14.78629812
2016,Italy,Maternal and newborn health,13.78688737
2017,Italy,Maternal and newborn health,17.2750356
2018,Italy,Maternal and newborn health,24.24485022
2019,Italy,Maternal and newborn health,22.84509903
2020,Italy,Maternal and newborn health,17.13831977
2021,Italy,Maternal and newborn health,19.90040019
2011,Japan,Maternal and newborn health,52.23866068
2012,Japan,Maternal and newborn health,68.25804552
2013,Japan,Maternal and newborn health,102.8412157
2014,Japan,Maternal and newborn health,87.97543859
2015,Japan,Maternal and newborn health,79.97245029
2016,Japan,Maternal and newborn health,78.72044916
2017,Japan,Maternal and newborn health,85.27356905
2018,Japan,Maternal and newborn health,66.18463829
2019,Japan,Maternal and newborn health,65.04850246
2020,Japan,Maternal and newborn health,50.4763422
2021,Japan,Maternal and newborn health,147.9533065
2013,Kazakhstan,Maternal and newborn health,0.000117536
2014,Kazakhstan,Maternal and newborn health,0.002624649
2015,Kazakhstan,Maternal and newborn health,0.143339591
2016,Kazakhstan,Maternal and newborn health,0.045361099
2017,Kazakhstan,Maternal and newborn health,0.001799164
2018,Kazakhstan,Maternal and newborn health,0.37174964
2019,Kazakhstan,Maternal and newborn health,0.296263039
2020,Kazakhstan,Maternal and newborn health,0.290223983
2021,Kazakhstan,Maternal and newborn health,0.127993244
2011,Korea,Maternal and newborn health,16.46782107
2012,Korea,Maternal and newborn health,22.5882296
2013,Korea,Maternal and newborn health,26.83528954
2014,Korea,Maternal and newborn health,31.78271203
2015,Korea,Maternal and newborn health,33.38637177
2016,Korea,Maternal and newborn health,38.7322996
2017,Korea,Maternal and newborn health,39.79074783
2018,Korea,Maternal and newborn health,34.34971467
2019,Korea,Maternal and newborn health,29.67167105
2020,Korea,Maternal and newborn health,30.999186
2021,Korea,Maternal and newborn health,46.31997654
2011,Kuwait,Maternal and newborn health,4.550422743
2012,Kuwait,Maternal and newborn health,0.903833857
2013,Kuwait,Maternal and newborn health,0.409610539
2014,Kuwait,Maternal and newborn health,1.352331277
2015,Kuwait,Maternal and newborn health,0.066314409
2016,Kuwait,Maternal and newborn health,1.394494738
2017,Kuwait,Maternal and newborn health,0.745328337
2018,Kuwait,Maternal and newborn health,6.811951353
2019,Kuwait,Maternal and newborn health,4.935132477
2020,Kuwait,Maternal and newborn health,4.451286701
2021,Kuwait,Maternal and newborn health,4.071070056
2016,Latvia,Maternal and newborn health,0.012835059
2017,Latvia,Maternal and newborn health,0.018445511
2018,Latvia,Maternal and newborn health,0.008908165
2019,Latvia,Maternal and newborn health,0.008085763
2020,Latvia,Maternal and newborn health,0.007506144
2021,Latvia,Maternal and newborn health,0.004755915
2021,Liechtenstein,Maternal and newborn health,0.104286558
2014,Lithuania,Maternal and newborn health,0.008829299
2015,Lithuania,Maternal and newborn health,0.116646268
2016,Lithuania,Maternal and newborn health,0.069989016
2017,Lithuania,Maternal and newborn health,0.01891312
2018,Lithuania,Maternal and newborn health,0.023110536
2019,Lithuania,Maternal and newborn health,0.017391268
2020,Lithuania,Maternal and newborn health,0.028486832
2021,Lithuania,Maternal and newborn health,0.019349633
2011,Luxembourg,Maternal and newborn health,6.268090043
2012,Luxembourg,Maternal and newborn health,6.518683512
2013,Luxembourg,Maternal and newborn health,7.42865507
2014,Luxembourg,Maternal and newborn health,7.222549745
2015,Luxembourg,Maternal and newborn health,7.821249128
2016,Luxembourg,Maternal and newborn health,6.411249602
2017,Luxembourg,Maternal and newborn health,7.074795825
2018,Luxembourg,Maternal and newborn health,7.465740534
2019,Luxembourg,Maternal and newborn health,10.57940701
2020,Luxembourg,Maternal and newborn health,6.319199913
2021,Luxembourg,Maternal and newborn health,7.437607564
2015,Malta,Maternal and newborn health,0.046119361
2016,Malta,Maternal and newborn health,0.199383012
2017,Malta,Maternal and newborn health,0.139199322
2018,Malta,Maternal and newborn health,0.146783358
2019,Malta,Maternal and newborn health,0.24772338
2021,Malta,Maternal and newborn health,0.008519862
2011,Netherlands,Maternal and newborn health,64.93332807
2012,Netherlands,Maternal and newborn health,73.18635871
2013,Netherlands,Maternal and newborn health,90.06310253
2014,Netherlands,Maternal and newborn health,101.2488734
2015,Netherlands,Maternal and newborn health,115.8447142
2016,Netherlands,Maternal and newborn health,152.4406555
2017,Netherlands,Maternal and newborn health,126.2679176
2018,Netherlands,Maternal and newborn health,158.2519126
2019,Netherlands,Maternal and newborn health,135.4347111
2020,Netherlands,Maternal and newborn health,125.5590481
2021,Netherlands,Maternal and newborn health,126.3665447
2011,New Zealand,Maternal and newborn health,6.241675516
2012,New Zealand,Maternal and newborn health,6.049737531
2013,New Zealand,Maternal and newborn health,6.217878512
2014,New Zealand,Maternal and newborn health,4.934203077
2015,New Zealand,Maternal and newborn health,3.962762128
2016,New Zealand,Maternal and newborn health,3.483852235
2017,New Zealand,Maternal and newborn health,3.155832042
2018,New Zealand,Maternal and newborn health,3.98278795
2019,New Zealand,Maternal and newborn health,3.443431009
2020,New Zealand,Maternal and newborn health,2.884978569
2021,New Zealand,Maternal and newborn health,3.632243661
2011,Nordic Development Fund,Maternal and newborn health,0.00011218
2012,Nordic Development Fund,Maternal and newborn health,0.000485156
2013,Nordic Development Fund,Maternal and newborn health,0.000376576
2014,Nordic Development Fund,Maternal and newborn health,0.00251388
2015,Nordic Development Fund,Maternal and newborn health,0.027086908
2016,Nordic Development Fund,Maternal and newborn health,0.003730584
2017,Nordic Development Fund,Maternal and newborn health,0.00109668
2018,Nordic Development Fund,Maternal and newborn health,0
2019,Nordic Development Fund,Maternal and newborn health,0
2020,Nordic Development Fund,Maternal and newborn health,0.012602044
2021,Nordic Development Fund,Maternal and newborn health,0
2011,Norway,Maternal and newborn health,28.76598663
2012,Norway,Maternal and newborn health,36.13697074
2013,Norway,Maternal and newborn health,67.14442381
2014,Norway,Maternal and newborn health,64.65451874
2015,Norway,Maternal and newborn health,68.08748461
2016,Norway,Maternal and newborn health,29.54955802
2017,Norway,Maternal and newborn health,45.58393799
2018,Norway,Maternal and newborn health,45.68574375
2019,Norway,Maternal and newborn health,42.99246642
2020,Norway,Maternal and newborn health,43.66209448
2021,Norway,Maternal and newborn health,34.7148082
2011,OPEC Fund for International Development,Maternal and newborn health,2.865242013
2012,OPEC Fund for International Development,Maternal and newborn health,3.606650908
2013,OPEC Fund for International Development,Maternal and newborn health,4.89299065
2014,OPEC Fund for International Development,Maternal and newborn health,4.440189489
2015,OPEC Fund for International Development,Maternal and newborn health,2.440590149
2016,OPEC Fund for International Development,Maternal and newborn health,1.926638421
2017,OPEC Fund for International Development,Maternal and newborn health,1.615483055
2018,OPEC Fund for International Development,Maternal and newborn health,2.90048312
2019,OPEC Fund for International Development,Maternal and newborn health,2.129809191
2020,OPEC Fund for International Development,Maternal and newborn health,5.673404016
2021,OPEC Fund for International Development,Maternal and newborn health,5.068982427
2013,Poland,Maternal and newborn health,0.375926666
2014,Poland,Maternal and newborn health,0.147817471
2015,Poland,Maternal and newborn health,0.309735788
2016,Poland,Maternal and newborn health,0.583989414
2017,Poland,Maternal and newborn health,0.787605804
2018,Poland,Maternal and newborn health,0.649907991
2019,Poland,Maternal and newborn health,2.370226889
2020,Poland,Maternal and newborn health,2.201279356
2021,Poland,Maternal and newborn health,0.496760761
2011,Portugal,Maternal and newborn health,2.583531395
2012,Portugal,Maternal and newborn health,2.348281618
2013,Portugal,Maternal and newborn health,2.841979993
2014,Portugal,Maternal and newborn health,3.13602985
2015,Portugal,Maternal and newborn health,3.690650503
2016,Portugal,Maternal and newborn health,2.489909563
2017,Portugal,Maternal and newborn health,1.121076451
2018,Portugal,Maternal and newborn health,1.792931722
2019,Portugal,Maternal and newborn health,2.409472868
2020,Portugal,Maternal and newborn health,1.677411569
2021,Portugal,Maternal and newborn health,1.037616687
2019,Qatar,Maternal and newborn health,2.832624244
2020,Qatar,Maternal and newborn health,6.296490849
2021,Qatar,Maternal and newborn health,7.340478068
2014,Romania,Maternal and newborn health,0.616495274
2015,Romania,Maternal and newborn health,0.014650149
2016,Romania,Maternal and newborn health,0.080094009
2017,Romania,Maternal and newborn health,0.060855867
2018,Romania,Maternal and newborn health,0.130660248
2019,Romania,Maternal and newborn health,0.12500902
2020,Romania,Maternal and newborn health,0.060838933
2021,Romania,Maternal and newborn health,0.062942365
2019,Russia,Maternal and newborn health,5.233275928
2020,Russia,Maternal and newborn health,9.133672218
2015,Saudi Arabia,Maternal and newborn health,21.28000398
2016,Saudi Arabia,Maternal and newborn health,27.8011368
2017,Saudi Arabia,Maternal and newborn health,15.75965836
2018,Saudi Arabia,Maternal and newborn health,33.78495462
2019,Saudi Arabia,Maternal and newborn health,23.73678712
2020,Saudi Arabia,Maternal and newborn health,28.97585043
2021,Saudi Arabia,Maternal and newborn health,20.42517294
2013,Slovak Republic,Maternal and newborn health,0.086081953
2014,Slovak Republic,Maternal and newborn health,0.104565483
2015,Slovak Republic,Maternal and newborn health,0.071885786
2016,Slovak Republic,Maternal and newborn health,0.113694174
2017,Slovak Republic,Maternal and newborn health,0.349198285
2018,Slovak Republic,Maternal and newborn health,0.280756151
2019,Slovak Republic,Maternal and newborn health,0.205220876
2020,Slovak Republic,Maternal and newborn health,0.299676589
2021,Slovak Republic,Maternal and newborn health,0.204862789
2011,Slovenia,Maternal and newborn health,0.068920363
2012,Slovenia,Maternal and newborn health,0.238048921
2013,Slovenia,Maternal and newborn health,0.153120986
2014,Slovenia,Maternal and newborn health,0.030156671
2015,Slovenia,Maternal and newborn health,0.058741167
2016,Slovenia,Maternal and newborn health,0.073061802
2017,Slovenia,Maternal and newborn health,0.075003858
2018,Slovenia,Maternal and newborn health,0.061570899
2019,Slovenia,Maternal and newborn health,0.056340128
2020,Slovenia,Maternal and newborn health,0.042557373
2021,Slovenia,Maternal and newborn health,0.081058852
2011,Spain,Maternal and newborn health,29.44994453
2012,Spain,Maternal and newborn health,16.30179331
2013,Spain,Maternal and newborn health,15.64307262
2014,Spain,Maternal and newborn health,13.30091799
2015,Spain,Maternal and newborn health,11.16582272
2016,Spain,Maternal and newborn health,12.79847549
2017,Spain,Maternal and newborn health,12.36293923
2018,Spain,Maternal and newborn health,14.16296622
2019,Spain,Maternal and newborn health,14.03985195
2020,Spain,Maternal and newborn health,15.45714351
2021,Spain,Maternal and newborn health,17.17075516
2011,Sweden,Maternal and newborn health,25.66566264
2012,Sweden,Maternal and newborn health,66.38798436
2013,Sweden,Maternal and newborn health,47.2306334
2014,Sweden,Maternal and newborn health,51.34209888
2015,Sweden,Maternal and newborn health,58.67579406
2016,Sweden,Maternal and newborn health,75.55301287
2017,Sweden,Maternal and newborn health,88.65527926
2018,Sweden,Maternal and newborn health,84.49348299
2019,Sweden,Maternal and newborn health,95.64765144
2020,Sweden,Maternal and newborn health,96.43682947
2021,Sweden,Maternal and newborn health,99.64148315
2011,Switzerland,Maternal and newborn health,14.90893795
2012,Switzerland,Maternal and newborn health,14.67166028
2013,Switzerland,Maternal and newborn health,17.91639462
2014,Switzerland,Maternal and newborn health,20.0583103
2015,Switzerland,Maternal and newborn health,21.05445475
2016,Switzerland,Maternal and newborn health,19.27550088
2017,Switzerland,Maternal and newborn health,23.98886237
2018,Switzerland,Maternal and newborn health,24.22528227
2019,Switzerland,Maternal and newborn health,25.07185169
2020,Switzerland,Maternal and newborn health,32.72318001
2021,Switzerland,Maternal and newborn health,35.50248108
2016,Thailand,Maternal and newborn health,0.030790708
2017,Thailand,Maternal and newborn health,0
2021,Thailand,Maternal and newborn health,0.015388237
2014,Timor-Leste,Maternal and newborn health,0.032660303
2015,Timor-Leste,Maternal and newborn health,0.040199724
2015,Türkiye,Maternal and newborn health,22.53101762
2016,Türkiye,Maternal and newborn health,49.55415279
2017,Türkiye,Maternal and newborn health,66.87393526
2018,Türkiye,Maternal and newborn health,89.94645686
2019,Türkiye,Maternal and newborn health,85.90091716
2020,Türkiye,Maternal and newborn health,77.45253028
2021,Türkiye,Maternal and newborn health,60.96631323
2021,UN Capital Development Fund,Maternal and newborn health,0
2011,UN Peacebuilding Fund,Maternal and newborn health,0.00004646
2012,UN Peacebuilding Fund,Maternal and newborn health,0.37715151
2013,UN Peacebuilding Fund,Maternal and newborn health,0.014819048
2014,UN Peacebuilding Fund,Maternal and newborn health,0.240851352
2015,UN Peacebuilding Fund,Maternal and newborn health,0.182672704
2016,UN Peacebuilding Fund,Maternal and newborn health,0.001414264
2017,UN Peacebuilding Fund,Maternal and newborn health,0.008107083
2019,UN Peacebuilding Fund,Maternal and newborn health,0
2021,UN Peacebuilding Fund,Maternal and newborn health,0.15038974
2011,UNAIDS,Maternal and newborn health,0
2012,UNAIDS,Maternal and newborn health,0
2013,UNAIDS,Maternal and newborn health,0
2014,UNAIDS,Maternal and newborn health,5.14201366
2015,UNAIDS,Maternal and newborn health,0
2016,UNAIDS,Maternal and newborn health,0
2017,UNAIDS,Maternal and newborn health,0
2018,UNAIDS,Maternal and newborn health,0
2019,UNAIDS,Maternal and newborn health,0
2011,UNDP,Maternal and newborn health,1.077868662
2012,UNDP,Maternal and newborn health,2.280441426
2013,UNDP,Maternal and newborn health,0.80280072
2014,UNDP,Maternal and newborn health,0.629546483
2015,UNDP,Maternal and newborn health,0.544379333
2016,UNDP,Maternal and newborn health,0.266840288
2017,UNDP,Maternal and newborn health,0.24112462
2018,UNDP,Maternal and newborn health,0.17509368
2019,UNDP,Maternal and newborn health,0.903120878
2020,UNDP,Maternal and newborn health,0.242579733
2021,UNDP,Maternal and newborn health,0.847667999
2011,UNECE,Maternal and newborn health,0.00062928
2012,UNECE,Maternal and newborn health,0.04320096
2013,UNECE,Maternal and newborn health,0.05770296
2014,UNECE,Maternal and newborn health,0.03574656
2015,UNECE,Maternal and newborn health,0.05011704
2016,UNECE,Maternal and newborn health,0.0314958
2017,UNECE,Maternal and newborn health,0.03754404
2015,UNEP,Maternal and newborn health,0.025294448
2016,UNEP,Maternal and newborn health,0.020942764
2011,UNFPA,Maternal and newborn health,117.9812722
2012,UNFPA,Maternal and newborn health,133.5867113
2013,UNFPA,Maternal and newborn health,134.7039722
2014,UNFPA,Maternal and newborn health,128.7453586
2015,UNFPA,Maternal and newborn health,131.7597425
2016,UNFPA,Maternal and newborn health,109.2256663
2017,UNFPA,Maternal and newborn health,89.39898108
2018,UNFPA,Maternal and newborn health,84.35201617
2019,UNFPA,Maternal and newborn health,169.2341565
2020,UNFPA,Maternal and newborn health,169.5700914
2021,UNFPA,Maternal and newborn health,122.4217861
2011,UNHCR,Maternal and newborn health,3.116192364
2012,UNHCR,Maternal and newborn health,2.990458926
2013,UNHCR,Maternal and newborn health,2.661725565
2014,UNHCR,Maternal and newborn health,3.151040472
2015,UNHCR,Maternal and newborn health,4.06646496
2016,UNHCR,Maternal and newborn health,5.16716487
2017,UNHCR,Maternal and newborn health,5.258613492
2018,UNHCR,Maternal and newborn health,4.638535056
2019,UNHCR,Maternal and newborn health,5.80158253
2020,UNHCR,Maternal and newborn health,5.151589088
2021,UNHCR,Maternal and newborn health,5.37318297
2011,UNICEF,Maternal and newborn health,36.75403109
2012,UNICEF,Maternal and newborn health,39.26268093
2013,UNICEF,Maternal and newborn health,42.28911199
2014,UNICEF,Maternal and newborn health,45.21327132
2015,UNICEF,Maternal and newborn health,52.44730069
2016,UNICEF,Maternal and newborn health,54.40797592
2017,UNICEF,Maternal and newborn health,56.35546429
2018,UNICEF,Maternal and newborn health,53.16814378
2019,UNICEF,Maternal and newborn health,36.97715739
2020,UNICEF,Maternal and newborn health,34.15898812
2021,UNICEF,Maternal and newborn health,29.921331
2011,United Arab Emirates,Maternal and newborn health,8.932892167
2012,United Arab Emirates,Maternal and newborn health,13.25177044
2013,United Arab Emirates,Maternal and newborn health,38.54012549
2014,United Arab Emirates,Maternal and newborn health,28.34164847
2015,United Arab Emirates,Maternal and newborn health,25.52043686
2016,United Arab Emirates,Maternal and newborn health,36.63209283
2017,United Arab Emirates,Maternal and newborn health,20.41527795
2018,United Arab Emirates,Maternal and newborn health,24.12410186
2019,United Arab Emirates,Maternal and newborn health,23.76383274
2020,United Arab Emirates,Maternal and newborn health,8.062128221
2021,United Arab Emirates,Maternal and newborn health,26.43655954
2011,United Kingdom,Maternal and newborn health,267.7609823
2012,United Kingdom,Maternal and newborn health,303.6245161
2013,United Kingdom,Maternal and newborn health,379.8193044
2014,United Kingdom,Maternal and newborn health,413.3306966
2015,United Kingdom,Maternal and newborn health,356.8559874
2016,United Kingdom,Maternal and newborn health,372.8113391
2017,United Kingdom,Maternal and newborn health,370.1591417
2018,United Kingdom,Maternal and newborn health,317.3853581
2019,United Kingdom,Maternal and newborn health,304.5800929
2020,United Kingdom,Maternal and newborn health,227.3303175
2021,United Kingdom,Maternal and newborn health,117.4637716
2021,United Nations Industrial Development Organization,Maternal and newborn health,0
2011,United States,Maternal and newborn health,552.3491682
2012,United States,Maternal and newborn health,626.3535754
2013,United States,Maternal and newborn health,646.3633791
2014,United States,Maternal and newborn health,686.5924701
2015,United States,Maternal and newborn health,787.5583226
2016,United States,Maternal and newborn health,731.9972781
2017,United States,Maternal and newborn health,718.9993328
2018,United States,Maternal and newborn health,715.4799216
2019,United States,Maternal and newborn health,677.4902761
2020,United States,Maternal and newborn health,575.9191813
2021,United States,Maternal and newborn health,625.3487858
2011,UNRWA,Maternal and newborn health,10.00503634
2012,UNRWA,Maternal and newborn health,11.35111077
2013,UNRWA,Maternal and newborn health,9.069032265
2014,UNRWA,Maternal and newborn health,10.34150969
2015,UNRWA,Maternal and newborn health,16.94577341
2016,UNRWA,Maternal and newborn health,13.39177392
2017,UNRWA,Maternal and newborn health,16.34459704
2018,UNRWA,Maternal and newborn health,12.13452085
2019,UNRWA,Maternal and newborn health,11.83345961
2020,UNRWA,Maternal and newborn health,12.04312682
2021,UNRWA,Maternal and newborn health,11.02489097
2011,WFP,Maternal and newborn health,5.632070951
2012,WFP,Maternal and newborn health,5.451518442
2013,WFP,Maternal and newborn health,9.71898684
2014,WFP,Maternal and newborn health,7.919477836
2015,WFP,Maternal and newborn health,6.629303072
2016,WFP,Maternal and newborn health,9.64194766
2017,WFP,Maternal and newborn health,6.846693064
2018,WFP,Maternal and newborn health,2.69656827
2019,WFP,Maternal and newborn health,2.51683609
2020,WFP,Maternal and newborn health,4.558421245
2021,WFP,Maternal and newborn health,4.76211571
2011,World Health Organisation,Maternal and newborn health,61.75897267
2012,World Health Organisation,Maternal and newborn health,50.47701406
2013,World Health Organisation,Maternal and newborn health,61.29333858
2014,World Health Organisation,Maternal and newborn health,67.50308891
2015,World Health Organisation,Maternal and newborn health,95.22429939
2016,World Health Organisation,Maternal and newborn health,80.43292237
2017,World Health Organisation,Maternal and newborn health,78.69551308
2018,World Health Organisation,Maternal and newborn health,73.95054359
2019,World Health Organisation,Maternal and newborn health,67.2551363
2020,World Health Organisation,Maternal and newborn health,27.36297758
2021,World Health Organisation,Maternal and newborn health,48.14358281
2011,All donors (total),Maternal and newborn health,2048.77417
2012,All donors (total),Maternal and newborn health,2320.601626
2013,All donors (total),Maternal and newborn health,2629.266494
2014,All donors (total),Maternal and newborn health,2725.674943
2015,All donors (total),Maternal and newborn health,2884.035062
2016,All donors (total),Maternal and newborn health,2992.458009
2017,All donors (total),Maternal and newborn health,3189.533243
2018,All donors (total),Maternal and newborn health,3028.276001
2019,All donors (total),Maternal and newborn health,3089.098594
2020,All donors (total),Maternal and newborn health,3053.740396
2021,All donors (total),Maternal and newborn health,3088.89056
2011,DAC donors (total),Maternal and newborn health,1414.226587
2012,DAC donors (total),Maternal and newborn health,1631.197329
2013,DAC donors (total),Maternal and newborn health,1842.691357
2014,DAC donors (total),Maternal and newborn health,1962.319792
2015,DAC donors (total),Maternal and newborn health,1973.568004
2016,DAC donors (total),Maternal and newborn health,1940.436434
2017,DAC donors (total),Maternal and newborn health,2000.377258
2018,DAC donors (total),Maternal and newborn health,1967.03947
2019,DAC donors (total),Maternal and newborn health,1913.450608
2020,DAC donors (total),Maternal and newborn health,1739.226465
2021,DAC donors (total),Maternal and newborn health,1825.701618
2011,Multilateral donors (total),Maternal and newborn health,621.0642679
2012,Multilateral donors (total),Maternal and newborn health,675.2486934
2013,Multilateral donors (total),Maternal and newborn health,747.5483277
2014,Multilateral donors (total),Maternal and newborn health,732.8500546
2015,Multilateral donors (total),Maternal and newborn health,840.5711534
2016,Multilateral donors (total),Maternal and newborn health,936.0544764
2017,Multilateral donors (total),Maternal and newborn health,1084.202443
2018,Multilateral donors (total),Maternal and newborn health,904.9637833
2019,Multilateral donors (total),Maternal and newborn health,1027.610839
2020,Multilateral donors (total),Maternal and newborn health,1179.249656
2021,Multilateral donors (total),Maternal and newborn health,1142.991135
2011,Non-DAC donors (total),Maternal and newborn health,13.48331491
2012,Non-DAC donors (total),Maternal and newborn health,14.1556043
2013,Non-DAC donors (total),Maternal and newborn health,39.02680945
2014,Non-DAC donors (total),Maternal and newborn health,30.50509627
2015,Non-DAC donors (total),Maternal and newborn health,69.8959039
2016,Non-DAC donors (total),Maternal and newborn health,115.967098
2017,Non-DAC donors (total),Maternal and newborn health,104.9535415
2018,Non-DAC donors (total),Maternal and newborn health,156.2727469
2019,Non-DAC donors (total),Maternal and newborn health,148.037147
2020,Non-DAC donors (total),Maternal and newborn health,135.2642755
2021,Non-DAC donors (total),Maternal and newborn health,120.197807
2011,Australia,Core contributions to multilaterals benefiting RMNCH,85.34215217
2012,Australia,Core contributions to multilaterals benefiting RMNCH,109.3192785
2013,Australia,Core contributions to multilaterals benefiting RMNCH,102.7310201
2014,Australia,Core contributions to multilaterals benefiting RMNCH,127.1867556
2015,Australia,Core contributions to multilaterals benefiting RMNCH,61.50403893
2016,Australia,Core contributions to multilaterals benefiting RMNCH,118.1491546
2017,Australia,Core contributions to multilaterals benefiting RMNCH,53.24890364
2018,Australia,Core contributions to multilaterals benefiting RMNCH,30.09638261
2019,Australia,Core contributions to multilaterals benefiting RMNCH,79.22723925
2020,Australia,Core contributions to multilaterals benefiting RMNCH,82.38685503
2021,Australia,Core contributions to multilaterals benefiting RMNCH,24.6898913
2011,Austria,Core contributions to multilaterals benefiting RMNCH,18.77535376
2012,Austria,Core contributions to multilaterals benefiting RMNCH,17.18347498
2013,Austria,Core contributions to multilaterals benefiting RMNCH,18.53815625
2014,Austria,Core contributions to multilaterals benefiting RMNCH,18.55131019
2015,Austria,Core contributions to multilaterals benefiting RMNCH,19.14879454
2016,Austria,Core contributions to multilaterals benefiting RMNCH,21.59905172
2017,Austria,Core contributions to multilaterals benefiting RMNCH,25.59597236
2018,Austria,Core contributions to multilaterals benefiting RMNCH,18.45712764
2019,Austria,Core contributions to multilaterals benefiting RMNCH,20.61110161
2020,Austria,Core contributions to multilaterals benefiting RMNCH,22.68174662
2021,Austria,Core contributions to multilaterals benefiting RMNCH,25.53075108
2011,Azerbaijan,Core contributions to multilaterals benefiting RMNCH,0
2012,Azerbaijan,Core contributions to multilaterals benefiting RMNCH,0
2013,Azerbaijan,Core contributions to multilaterals benefiting RMNCH,0
2014,Azerbaijan,Core contributions to multilaterals benefiting RMNCH,0.106671751
2015,Azerbaijan,Core contributions to multilaterals benefiting RMNCH,0.107300673
2016,Azerbaijan,Core contributions to multilaterals benefiting RMNCH,0.052981821
2017,Azerbaijan,Core contributions to multilaterals benefiting RMNCH,0.123076198
2018,Azerbaijan,Core contributions to multilaterals benefiting RMNCH,0.134801294
2019,Azerbaijan,Core contributions to multilaterals benefiting RMNCH,2.71649765
2020,Azerbaijan,Core contributions to multilaterals benefiting RMNCH,2.751211981
2021,Azerbaijan,Core contributions to multilaterals benefiting RMNCH,0
2011,Belgium,Core contributions to multilaterals benefiting RMNCH,49.91225994
2012,Belgium,Core contributions to multilaterals benefiting RMNCH,44.88329596
2013,Belgium,Core contributions to multilaterals benefiting RMNCH,41.12613495
2014,Belgium,Core contributions to multilaterals benefiting RMNCH,49.94281245
2015,Belgium,Core contributions to multilaterals benefiting RMNCH,44.07058581
2016,Belgium,Core contributions to multilaterals benefiting RMNCH,44.89792691
2017,Belgium,Core contributions to multilaterals benefiting RMNCH,49.71861334
2018,Belgium,Core contributions to multilaterals benefiting RMNCH,44.58434863
2019,Belgium,Core contributions to multilaterals benefiting RMNCH,46.14061989
2020,Belgium,Core contributions to multilaterals benefiting RMNCH,48.51062594
2021,Belgium,Core contributions to multilaterals benefiting RMNCH,52.74930146
2011,Bulgaria,Core contributions to multilaterals benefiting RMNCH,0
2012,Bulgaria,Core contributions to multilaterals benefiting RMNCH,0
2013,Bulgaria,Core contributions to multilaterals benefiting RMNCH,0
2014,Bulgaria,Core contributions to multilaterals benefiting RMNCH,0
2015,Bulgaria,Core contributions to multilaterals benefiting RMNCH,1.065487132
2016,Bulgaria,Core contributions to multilaterals benefiting RMNCH,1.242651133
2017,Bulgaria,Core contributions to multilaterals benefiting RMNCH,1.531869883
2018,Bulgaria,Core contributions to multilaterals benefiting RMNCH,1.184287424
2019,Bulgaria,Core contributions to multilaterals benefiting RMNCH,1.455568684
2020,Bulgaria,Core contributions to multilaterals benefiting RMNCH,1.952150727
2021,Bulgaria,Core contributions to multilaterals benefiting RMNCH,2.140890467
2011,Canada,Core contributions to multilaterals benefiting RMNCH,137.449758
2012,Canada,Core contributions to multilaterals benefiting RMNCH,133.4889528
2013,Canada,Core contributions to multilaterals benefiting RMNCH,117.6990209
2014,Canada,Core contributions to multilaterals benefiting RMNCH,35.80352934
2015,Canada,Core contributions to multilaterals benefiting RMNCH,213.7360589
2016,Canada,Core contributions to multilaterals benefiting RMNCH,208.8068137
2017,Canada,Core contributions to multilaterals benefiting RMNCH,221.2648152
2018,Canada,Core contributions to multilaterals benefiting RMNCH,214.3340021
2019,Canada,Core contributions to multilaterals benefiting RMNCH,221.3142625
2020,Canada,Core contributions to multilaterals benefiting RMNCH,178.5892812
2021,Canada,Core contributions to multilaterals benefiting RMNCH,186.8792398
2011,Chinese Taipei,Core contributions to multilaterals benefiting RMNCH,0
2012,Chinese Taipei,Core contributions to multilaterals benefiting RMNCH,0
2013,Chinese Taipei,Core contributions to multilaterals benefiting RMNCH,0
2014,Chinese Taipei,Core contributions to multilaterals benefiting RMNCH,0
2015,Chinese Taipei,Core contributions to multilaterals benefiting RMNCH,0
2016,Chinese Taipei,Core contributions to multilaterals benefiting RMNCH,0
2017,Chinese Taipei,Core contributions to multilaterals benefiting RMNCH,0
2018,Chinese Taipei,Core contributions to multilaterals benefiting RMNCH,0
2019,Chinese Taipei,Core contributions to multilaterals benefiting RMNCH,0
2020,Chinese Taipei,Core contributions to multilaterals benefiting RMNCH,0
2021,Chinese Taipei,Core contributions to multilaterals benefiting RMNCH,0
2011,Croatia,Core contributions to multilaterals benefiting RMNCH,0
2012,Croatia,Core contributions to multilaterals benefiting RMNCH,0
2013,Croatia,Core contributions to multilaterals benefiting RMNCH,0
2014,Croatia,Core contributions to multilaterals benefiting RMNCH,1.020229743
2015,Croatia,Core contributions to multilaterals benefiting RMNCH,0.763259871
2016,Croatia,Core contributions to multilaterals benefiting RMNCH,1.024622333
2017,Croatia,Core contributions to multilaterals benefiting RMNCH,1.517260072
2018,Croatia,Core contributions to multilaterals benefiting RMNCH,1.424351544
2019,Croatia,Core contributions to multilaterals benefiting RMNCH,1.394607744
2020,Croatia,Core contributions to multilaterals benefiting RMNCH,1.334504915
2021,Croatia,Core contributions to multilaterals benefiting RMNCH,1.835521421
2011,Cyprus,Core contributions to multilaterals benefiting RMNCH,0
2012,Cyprus,Core contributions to multilaterals benefiting RMNCH,0
2013,Cyprus,Core contributions to multilaterals benefiting RMNCH,0
2014,Cyprus,Core contributions to multilaterals benefiting RMNCH,0.446145451
2015,Cyprus,Core contributions to multilaterals benefiting RMNCH,0.501163256
