donor_name,aid_type_di_name,year,purpose_name,purpose_code,usd_disbursement_deflated_Sum
United Kingdom,Budget support,2018,Family planning,13030,0.82123006
United Kingdom,Budget support,2018,Reproductive health care,13020,0.09124768
United Kingdom,Budget support,2019,Family planning,13030,0.11415078
United Kingdom,Budget support,2019,Reproductive health care,13020,0.012683419999999999
United Kingdom,Budget support,2020,Family planning,13030,2.1023692200000004
United Kingdom,Budget support,2020,Reproductive health care,13020,0.23359658
United Kingdom,Budget support,2021,Family planning,13030,0.0
United Kingdom,Budget support,2021,Reproductive health care,13020,0.0
United Kingdom,Budget support,2022,Family planning,13030,0.12640744
United Kingdom,Budget support,2022,Reproductive health care,13020,0.25281488
United Kingdom,Non-transfer,2017,Family planning,13030,0.02063112
United Kingdom,Project interventions,2017,Family planning,13030,116.92746949999997
United Kingdom,Project interventions,2017,Reproductive health care,13020,182.80976462
United Kingdom,Project interventions,2018,Family planning,13030,116.78546840000003
United Kingdom,Project interventions,2018,Reproductive health care,13020,149.18997653999995
United Kingdom,Project interventions,2019,Family planning,13030,161.27126826
United Kingdom,Project interventions,2019,Reproductive health care,13020,100.74271023999995
United Kingdom,Project interventions,2020,Family planning,13030,170.89609181999998
United Kingdom,Project interventions,2020,Reproductive health care,13020,80.76249135999994
United Kingdom,Project interventions,2021,Family planning,13030,115.05343285999999
United Kingdom,Project interventions,2021,Reproductive health care,13020,36.23175574
United Kingdom,Project interventions,2022,Family planning,13030,64.69316128
United Kingdom,Project interventions,2022,Reproductive health care,13020,50.80533902
United Kingdom,Specific-purpose programmes and funds managed by implementing partners,2017,Family planning,13030,81.14449043999998
United Kingdom,Specific-purpose programmes and funds managed by implementing partners,2017,Reproductive health care,13020,64.4490602
United Kingdom,Specific-purpose programmes and funds managed by implementing partners,2018,Family planning,13030,123.92748687999999
United Kingdom,Specific-purpose programmes and funds managed by implementing partners,2018,Reproductive health care,13020,72.55728306
United Kingdom,Specific-purpose programmes and funds managed by implementing partners,2019,Family planning,13030,178.37557500000003
United Kingdom,Specific-purpose programmes and funds managed by implementing partners,2019,Reproductive health care,13020,89.42516382
United Kingdom,Specific-purpose programmes and funds managed by implementing partners,2020,Family planning,13030,29.24947052
United Kingdom,Specific-purpose programmes and funds managed by implementing partners,2020,Reproductive health care,13020,52.57890281999998
United Kingdom,Specific-purpose programmes and funds managed by implementing partners,2021,Family planning,13030,44.44583482000001
United Kingdom,Specific-purpose programmes and funds managed by implementing partners,2021,Reproductive health care,13020,31.2281536
United Kingdom,Specific-purpose programmes and funds managed by implementing partners,2022,Family planning,13030,70.31950778
United Kingdom,Specific-purpose programmes and funds managed by implementing partners,2022,Reproductive health care,13020,59.39321568000001
United Kingdom,Technical assistance,2017,Family planning,13030,4.776061039999999
United Kingdom,Technical assistance,2017,Reproductive health care,13020,11.228158059999998
United Kingdom,Technical assistance,2018,Family planning,13030,3.44794914
United Kingdom,Technical assistance,2018,Reproductive health care,13020,6.937551559999999
United Kingdom,Technical assistance,2019,Family planning,13030,7.150329959999999
United Kingdom,Technical assistance,2019,Reproductive health care,13020,16.759667020000002
United Kingdom,Technical assistance,2020,Family planning,13030,10.681252899999999
United Kingdom,Technical assistance,2020,Reproductive health care,13020,8.024901259999998
United Kingdom,Technical assistance,2021,Family planning,13030,7.243173759999999
United Kingdom,Technical assistance,2021,Reproductive health care,13020,3.8889708200000004
United Kingdom,Technical assistance,2022,Family planning,13030,3.1580926199999997
United Kingdom,Technical assistance,2022,Reproductive health care,13020,2.53879994
United States,Budget support,2017,Family planning,13030,0.5897929559999999
United States,Budget support,2017,Reproductive health care,13020,1.098383603
United States,Budget support,2018,Family planning,13030,0.115189026
United States,Budget support,2018,Reproductive health care,13020,0.13329681699999998
United States,Budget support,2020,Family planning,13030,11.170159522999999
United States,Budget support,2020,Reproductive health care,13020,0.00223421
United States,Budget support,2021,Family planning,13030,0.0
United States,Budget support,2021,Reproductive health care,13020,0.5508343199999999
United States,Budget support,2022,Family planning,13030,2.0126426459999998
United States,Budget support,2022,Reproductive health care,13020,2.5675594769999996
United States,Project interventions,2017,Family planning,13030,548.6408175199994
United States,Project interventions,2017,Reproductive health care,13020,602.4319984910009
United States,Project interventions,2018,Family planning,13030,697.1774439040001
United States,Project interventions,2018,Reproductive health care,13020,658.1025562919999
United States,Project interventions,2019,Family planning,13030,445.6916330649998
United States,Project interventions,2019,Reproductive health care,13020,532.5850190559996
United States,Project interventions,2020,Family planning,13030,426.14153764400015
United States,Project interventions,2020,Reproductive health care,13020,464.7852077600001
United States,Project interventions,2021,Family planning,13030,433.25694489000006
United States,Project interventions,2021,Reproductive health care,13020,476.48100848000036
United States,Project interventions,2022,Family planning,13030,368.32137371000016
United States,Project interventions,2022,Reproductive health care,13020,372.8379692640002
United States,Specific-purpose programmes and funds managed by implementing partners,2017,Family planning,13030,10.869412408
United States,Specific-purpose programmes and funds managed by implementing partners,2017,Reproductive health care,13020,192.503737977
United States,Specific-purpose programmes and funds managed by implementing partners,2018,Family planning,13030,4.298660661999999
United States,Specific-purpose programmes and funds managed by implementing partners,2018,Reproductive health care,13020,75.632413849
United States,Specific-purpose programmes and funds managed by implementing partners,2019,Family planning,13030,27.599320134
United States,Specific-purpose programmes and funds managed by implementing partners,2019,Reproductive health care,13020,93.670297594
United States,Specific-purpose programmes and funds managed by implementing partners,2020,Family planning,13030,12.741638696999999
United States,Specific-purpose programmes and funds managed by implementing partners,2020,Reproductive health care,13020,81.26038777000001
United States,Specific-purpose programmes and funds managed by implementing partners,2021,Family planning,13030,7.204536189999998
United States,Specific-purpose programmes and funds managed by implementing partners,2021,Reproductive health care,13020,36.53967073
United States,Specific-purpose programmes and funds managed by implementing partners,2022,Family planning,13030,1.0303503049999998
United States,Specific-purpose programmes and funds managed by implementing partners,2022,Reproductive health care,13020,0.595522796
United States,Technical assistance,2017,Family planning,13030,1.1472999739999998
United States,Technical assistance,2017,Reproductive health care,13020,4.11774524
United States,Technical assistance,2018,Family planning,13030,1.238399085
United States,Technical assistance,2018,Reproductive health care,13020,3.1653335869999997
United States,Technical assistance,2019,Family planning,13030,0.121358225
United States,Technical assistance,2019,Reproductive health care,13020,6.923084525
United States,Technical assistance,2020,Family planning,13030,3.2776598310000002
United States,Technical assistance,2020,Reproductive health care,13020,6.068142153999999
United States,Technical assistance,2021,Family planning,13030,8.501938729999999
United States,Technical assistance,2021,Reproductive health care,13020,13.43511717
United States,Technical assistance,2022,Family planning,13030,1.8731883889999996
United States,Technical assistance,2022,Reproductive health care,13020,10.795410882999999
WHO-Strategic Preparedness and Response Plan,Project interventions,2021,Reproductive health care,13020,1.398677196
WHO-Strategic Preparedness and Response Plan,Project interventions,2022,Reproductive health care,13020,0.005127527999999903
World Health Organisation,Project interventions,2017,Reproductive health care,13020,33.272706935999985
World Health Organisation,Project interventions,2018,Reproductive health care,13020,30.119017361999994
World Health Organisation,Project interventions,2019,Reproductive health care,13020,47.8815771
World Health Organisation,Project interventions,2020,Reproductive health care,13020,15.379667646
World Health Organisation,Project interventions,2021,Reproductive health care,13020,1.2213418139999999
World Health Organisation,Project interventions,2022,Reproductive health care,13020,2.0384135940000006
DAC donors (total),Basket funds/pooled funding,2017,Reproductive health care,13020,23.860433975
DAC donors (total),Budget support,2017,Reproductive health care,13020,1.846582573
Multilateral donors (total),Budget support,2017,Reproductive health care,13020,0.0
DAC donors (total),"Core support to NGOs, PPPs and research institutes",2017,Reproductive health care,13020,116.261764448
DAC donors (total),Project interventions,2017,Reproductive health care,13020,1162.5649547140008
Multilateral donors (total),Project interventions,2017,Reproductive health care,13020,234.72239103600003
Non-DAC donors (total),Project interventions,2017,Reproductive health care,13020,2.1643481159999998
DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2017,Reproductive health care,13020,371.280595936
Multilateral donors (total),Specific-purpose programmes and funds managed by implementing partners,2017,Reproductive health care,13020,1.7813991900000001
DAC donors (total),Technical assistance,2017,Reproductive health care,13020,19.55442797
Multilateral donors (total),Technical assistance,2017,Reproductive health care,13020,0.012952127999999999
DAC donors (total),Basket funds/pooled funding,2017,Family planning,13030,2.2644930179999996
DAC donors (total),Budget support,2017,Family planning,13030,1.2517672759999998
DAC donors (total),"Core support to NGOs, PPPs and research institutes",2017,Family planning,13030,8.212127618
DAC donors (total),Non-transfer,2017,Family planning,13030,0.02063112
DAC donors (total),Project interventions,2017,Family planning,13030,744.3912579059993
Multilateral donors (total),Project interventions,2017,Family planning,13030,29.291287326
DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2017,Family planning,13030,115.37166325099999
Multilateral donors (total),Specific-purpose programmes and funds managed by implementing partners,2017,Family planning,13030,20.071167929999998
DAC donors (total),Technical assistance,2017,Family planning,13030,6.987830152999999
DAC donors (total),Basket funds/pooled funding,2018,Reproductive health care,13020,39.390204460999996
DAC donors (total),Budget support,2018,Reproductive health care,13020,0.6570445229999999
Multilateral donors (total),Budget support,2018,Reproductive health care,13020,0.0
DAC donors (total),"Core support to NGOs, PPPs and research institutes",2018,Reproductive health care,13020,84.16323204999999
DAC donors (total),Non-transfer,2018,Reproductive health care,13020,0.508612202
DAC donors (total),Project interventions,2018,Reproductive health care,13020,1202.02128888
Multilateral donors (total),Project interventions,2018,Reproductive health care,13020,211.224168846
DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2018,Reproductive health care,13020,276.528039617
Multilateral donors (total),Specific-purpose programmes and funds managed by implementing partners,2018,Reproductive health care,13020,0.0
DAC donors (total),Technical assistance,2018,Reproductive health care,13020,16.279534107
Multilateral donors (total),Technical assistance,2018,Reproductive health care,13020,0.023840550000000002
DAC donors (total),Basket funds/pooled funding,2018,Family planning,13030,3.592693811
DAC donors (total),Budget support,2018,Family planning,13030,0.936419086
DAC donors (total),"Core support to NGOs, PPPs and research institutes",2018,Family planning,13030,15.896443676
DAC donors (total),Project interventions,2018,Family planning,13030,909.7702551350002
Multilateral donors (total),Project interventions,2018,Family planning,13030,79.390465596
DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2018,Family planning,13030,148.11742956299997
Multilateral donors (total),Specific-purpose programmes and funds managed by implementing partners,2018,Family planning,13030,0.0
Non-DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2018,Family planning,13030,0.10381408799999998
DAC donors (total),Technical assistance,2018,Family planning,13030,5.463279019
Multilateral donors (total),Technical assistance,2018,Family planning,13030,0.09739611000000001
DAC donors (total),Basket funds/pooled funding,2019,Reproductive health care,13020,22.914686910999997
DAC donors (total),Budget support,2019,Reproductive health care,13020,3.134320138
Multilateral donors (total),Budget support,2019,Reproductive health care,13020,27.63747714
DAC donors (total),"Core support to NGOs, PPPs and research institutes",2019,Reproductive health care,13020,75.362480534
DAC donors (total),Non-transfer,2019,Reproductive health care,13020,0.027086358
Multilateral donors (total),Non-transfer,2019,Reproductive health care,13020,0.5118766379999999
DAC donors (total),Project interventions,2019,Reproductive health care,13020,1030.7458772749997
Multilateral donors (total),Project interventions,2019,Reproductive health care,13020,215.32126164599998
Non-DAC donors (total),Project interventions,2019,Reproductive health care,13020,0.253822296
DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2019,Reproductive health care,13020,336.186409814
Multilateral donors (total),Specific-purpose programmes and funds managed by implementing partners,2019,Reproductive health care,13020,0.47669754000000003
DAC donors (total),Technical assistance,2019,Reproductive health care,13020,29.016222361000004
Multilateral donors (total),Technical assistance,2019,Reproductive health care,13020,0.00203484
DAC donors (total),Basket funds/pooled funding,2019,Family planning,13030,6.745284384999999
DAC donors (total),Budget support,2019,Family planning,13030,2.25303088
Multilateral donors (total),Budget support,2019,Family planning,13030,18.565194648
DAC donors (total),"Core support to NGOs, PPPs and research institutes",2019,Family planning,13030,15.836013180999998
DAC donors (total),Project interventions,2019,Family planning,13030,710.6449823699998
Multilateral donors (total),Project interventions,2019,Family planning,13030,33.542700167999996
DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2019,Family planning,13030,233.12413299500002
DAC donors (total),Technical assistance,2019,Family planning,13030,7.414519355999999
DAC donors (total),Basket funds/pooled funding,2020,Reproductive health care,13020,12.182762702999998
DAC donors (total),Budget support,2020,Reproductive health care,13020,2.8347654209999997
Multilateral donors (total),Budget support,2020,Reproductive health care,13020,3.27865101
DAC donors (total),"Core support to NGOs, PPPs and research institutes",2020,Reproductive health care,13020,63.930469167
Multilateral donors (total),Non-transfer,2020,Reproductive health care,13020,0.26089534799999997
DAC donors (total),Project interventions,2020,Reproductive health care,13020,969.196354448
Multilateral donors (total),Project interventions,2020,Reproductive health care,13020,233.68075525199998
Non-DAC donors (total),Project interventions,2020,Reproductive health care,13020,2.3624341440000003
DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2020,Reproductive health care,13020,254.66603831699996
Multilateral donors (total),Specific-purpose programmes and funds managed by implementing partners,2020,Reproductive health care,13020,0.0
Non-DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2020,Reproductive health care,13020,5.319043295999999
DAC donors (total),Technical assistance,2020,Reproductive health care,13020,20.016428937999997
Multilateral donors (total),Technical assistance,2020,Reproductive health care,13020,0.144988872
DAC donors (total),Basket funds/pooled funding,2020,Family planning,13030,8.526787836
DAC donors (total),Budget support,2020,Family planning,13030,18.737942738999998
DAC donors (total),"Core support to NGOs, PPPs and research institutes",2020,Family planning,13030,22.306348253000003
DAC donors (total),Project interventions,2020,Family planning,13030,715.4641380410001
Multilateral donors (total),Project interventions,2020,Family planning,13030,43.892645634
DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2020,Family planning,13030,69.115335285
DAC donors (total),Technical assistance,2020,Family planning,13030,14.10635434
Multilateral donors (total),Technical assistance,2020,Family planning,13030,0.258840666
DAC donors (total),Basket funds/pooled funding,2021,Reproductive health care,13020,16.787290464999998
DAC donors (total),Budget support,2021,Reproductive health care,13020,0.5739086089999998
Multilateral donors (total),Budget support,2021,Reproductive health care,13020,1.46348985
DAC donors (total),"Core support to NGOs, PPPs and research institutes",2021,Reproductive health care,13020,57.277220850999996
Multilateral donors (total),Non-transfer,2021,Reproductive health care,13020,0.17387999999999998
DAC donors (total),Project interventions,2021,Reproductive health care,13020,923.4818487460003
Multilateral donors (total),Project interventions,2021,Reproductive health care,13020,176.265285132
Non-DAC donors (total),Project interventions,2021,Reproductive health care,13020,0.7401075500000001
DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2021,Reproductive health care,13020,248.40420032600002
DAC donors (total),Technical assistance,2021,Reproductive health care,13020,22.658342812
Multilateral donors (total),Technical assistance,2021,Reproductive health care,13020,0.070760466
Non-DAC donors (total),Technical assistance,2021,Reproductive health care,13020,0.034870668
DAC donors (total),Basket funds/pooled funding,2021,Family planning,13030,10.050223883
DAC donors (total),Budget support,2021,Family planning,13030,0.017330487999999998
DAC donors (total),"Core support to NGOs, PPPs and research institutes",2021,Family planning,13030,20.879849603
DAC donors (total),Project interventions,2021,Family planning,13030,676.513375891
Multilateral donors (total),Project interventions,2021,Family planning,13030,58.011429762
Non-DAC donors (total),Project interventions,2021,Family planning,13030,0.0
DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2021,Family planning,13030,102.986150829
Non-DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2021,Family planning,13030,0.018905586000000002
DAC donors (total),Technical assistance,2021,Family planning,13030,15.910327222999998
DAC donors (total),Basket funds/pooled funding,2022,Reproductive health care,13020,19.235013488
DAC donors (total),Budget support,2022,Reproductive health care,13020,2.836276978
Multilateral donors (total),Budget support,2022,Reproductive health care,13020,1.6372715100000002
DAC donors (total),"Core support to NGOs, PPPs and research institutes",2022,Reproductive health care,13020,64.971108464
Multilateral donors (total),Non-transfer,2022,Reproductive health care,13020,9.048299820000002
DAC donors (total),Project interventions,2022,Reproductive health care,13020,905.1696590400002
Multilateral donors (total),Project interventions,2022,Reproductive health care,13020,162.43254517199995
Non-DAC donors (total),Project interventions,2022,Reproductive health care,13020,0.381815448
DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2022,Reproductive health care,13020,187.54484876700002
Multilateral donors (total),Specific-purpose programmes and funds managed by implementing partners,2022,Reproductive health care,13020,23.66920773
DAC donors (total),Technical assistance,2022,Reproductive health care,13020,16.285255503
Multilateral donors (total),Technical assistance,2022,Reproductive health care,13020,0.123379452
DAC donors (total),Basket funds/pooled funding,2022,Family planning,13030,7.4293317629999995
DAC donors (total),Budget support,2022,Family planning,13030,2.1452903549999998
DAC donors (total),"Core support to NGOs, PPPs and research institutes",2022,Family planning,13030,19.423648558
Multilateral donors (total),Non-transfer,2022,Family planning,13030,1.6672416179999996
DAC donors (total),Project interventions,2022,Family planning,13030,550.0951761780002
Multilateral donors (total),Project interventions,2022,Family planning,13030,21.656564987999996
DAC donors (total),Specific-purpose programmes and funds managed by implementing partners,2022,Family planning,13030,109.840976023
Multilateral donors (total),Specific-purpose programmes and funds managed by implementing partners,2022,Family planning,13030,23.66920773
DAC donors (total),Technical assistance,2022,Family planning,13030,5.103419897999999
All donors (total),Basket funds/pooled funding,2017,Reproductive health care,13020,23.860433975
All donors (total),Budget support,2017,Reproductive health care,13020,1.846582573
All donors (total),"Core support to NGOs, PPPs and research institutes",2017,Reproductive health care,13020,116.261764448
All donors (total),Project interventions,2017,Reproductive health care,13020,1399.4516938660008
All donors (total),Specific-purpose programmes and funds managed by implementing partners,2017,Reproductive health care,13020,373.061995126
All donors (total),Technical assistance,2017,Reproductive health care,13020,19.567380097999997
All donors (total),Basket funds/pooled funding,2017,Family planning,13030,2.2644930179999996
All donors (total),Budget support,2017,Family planning,13030,1.2517672759999998
All donors (total),"Core support to NGOs, PPPs and research institutes",2017,Family planning,13030,8.212127618
All donors (total),Non-transfer,2017,Family planning,13030,0.02063112
All donors (total),Project interventions,2017,Family planning,13030,773.6825452319993
All donors (total),Specific-purpose programmes and funds managed by implementing partners,2017,Family planning,13030,135.44283118099997
All donors (total),Technical assistance,2017,Family planning,13030,6.987830152999999
All donors (total),Basket funds/pooled funding,2018,Reproductive health care,13020,39.390204460999996
All donors (total),Budget support,2018,Reproductive health care,13020,0.6570445229999999
All donors (total),"Core support to NGOs, PPPs and research institutes",2018,Reproductive health care,13020,84.16323204999999
All donors (total),Non-transfer,2018,Reproductive health care,13020,0.508612202
All donors (total),Project interventions,2018,Reproductive health care,13020,1413.245457726
All donors (total),Specific-purpose programmes and funds managed by implementing partners,2018,Reproductive health care,13020,276.528039617
All donors (total),Technical assistance,2018,Reproductive health care,13020,16.303374657
All donors (total),Basket funds/pooled funding,2018,Family planning,13030,3.592693811
All donors (total),Budget support,2018,Family planning,13030,0.936419086
All donors (total),"Core support to NGOs, PPPs and research institutes",2018,Family planning,13030,15.896443676
All donors (total),Project interventions,2018,Family planning,13030,989.1607207310002
All donors (total),Specific-purpose programmes and funds managed by implementing partners,2018,Family planning,13030,148.22124365099998
All donors (total),Technical assistance,2018,Family planning,13030,5.560675129
All donors (total),Basket funds/pooled funding,2019,Reproductive health care,13020,22.914686910999997
All donors (total),Budget support,2019,Reproductive health care,13020,30.771797278
All donors (total),"Core support to NGOs, PPPs and research institutes",2019,Reproductive health care,13020,75.362480534
All donors (total),Non-transfer,2019,Reproductive health care,13020,0.538962996
All donors (total),Project interventions,2019,Reproductive health care,13020,1246.3209612169996
All donors (total),Specific-purpose programmes and funds managed by implementing partners,2019,Reproductive health care,13020,336.663107354
All donors (total),Technical assistance,2019,Reproductive health care,13020,29.018257201000004
All donors (total),Basket funds/pooled funding,2019,Family planning,13030,6.745284384999999
All donors (total),Budget support,2019,Family planning,13030,20.818225528
All donors (total),"Core support to NGOs, PPPs and research institutes",2019,Family planning,13030,15.836013180999998
All donors (total),Project interventions,2019,Family planning,13030,744.1876825379998
All donors (total),Specific-purpose programmes and funds managed by implementing partners,2019,Family planning,13030,233.12413299500002
All donors (total),Technical assistance,2019,Family planning,13030,7.414519355999999
All donors (total),Basket funds/pooled funding,2020,Reproductive health care,13020,12.182762702999998
All donors (total),Budget support,2020,Reproductive health care,13020,6.113416430999999
All donors (total),"Core support to NGOs, PPPs and research institutes",2020,Reproductive health care,13020,63.930469167
All donors (total),Non-transfer,2020,Reproductive health care,13020,0.26089534799999997
All donors (total),Project interventions,2020,Reproductive health care,13020,1205.2395438439999
All donors (total),Specific-purpose programmes and funds managed by implementing partners,2020,Reproductive health care,13020,259.985081613
All donors (total),Technical assistance,2020,Reproductive health care,13020,20.161417809999996
All donors (total),Basket funds/pooled funding,2020,Family planning,13030,8.526787836
All donors (total),Budget support,2020,Family planning,13030,18.737942738999998
All donors (total),"Core support to NGOs, PPPs and research institutes",2020,Family planning,13030,22.306348253000003
All donors (total),Project interventions,2020,Family planning,13030,759.3567836750001
All donors (total),Specific-purpose programmes and funds managed by implementing partners,2020,Family planning,13030,69.115335285
All donors (total),Technical assistance,2020,Family planning,13030,14.365195005999999
All donors (total),Basket funds/pooled funding,2021,Reproductive health care,13020,16.787290464999998
All donors (total),Budget support,2021,Reproductive health care,13020,2.037398459
All donors (total),"Core support to NGOs, PPPs and research institutes",2021,Reproductive health care,13020,57.277220850999996
All donors (total),Non-transfer,2021,Reproductive health care,13020,0.17387999999999998
All donors (total),Project interventions,2021,Reproductive health care,13020,1100.4872414280003
All donors (total),Specific-purpose programmes and funds managed by implementing partners,2021,Reproductive health care,13020,248.40420032600002
All donors (total),Technical assistance,2021,Reproductive health care,13020,22.763973946
All donors (total),Basket funds/pooled funding,2021,Family planning,13030,10.050223883
All donors (total),Budget support,2021,Family planning,13030,0.017330487999999998
All donors (total),"Core support to NGOs, PPPs and research institutes",2021,Family planning,13030,20.879849603
All donors (total),Project interventions,2021,Family planning,13030,734.524805653
All donors (total),Specific-purpose programmes and funds managed by implementing partners,2021,Family planning,13030,103.005056415
All donors (total),Technical assistance,2021,Family planning,13030,15.910327222999998
All donors (total),Basket funds/pooled funding,2022,Reproductive health care,13020,19.235013488
All donors (total),Budget support,2022,Reproductive health care,13020,4.4735484880000005
All donors (total),"Core support to NGOs, PPPs and research institutes",2022,Reproductive health care,13020,64.971108464
All donors (total),Non-transfer,2022,Reproductive health care,13020,9.048299820000002
All donors (total),Project interventions,2022,Reproductive health care,13020,1067.98401966
All donors (total),Specific-purpose programmes and funds managed by implementing partners,2022,Reproductive health care,13020,211.21405649700003
All donors (total),Technical assistance,2022,Reproductive health care,13020,16.408634954999997
All donors (total),Basket funds/pooled funding,2022,Family planning,13030,7.4293317629999995
All donors (total),Budget support,2022,Family planning,13030,2.1452903549999998
All donors (total),"Core support to NGOs, PPPs and research institutes",2022,Family planning,13030,19.423648558
All donors (total),Non-transfer,2022,Family planning,13030,1.6672416179999996
All donors (total),Project interventions,2022,Family planning,13030,571.7517411660002
All donors (total),Specific-purpose programmes and funds managed by implementing partners,2022,Family planning,13030,133.510183753
All donors (total),Technical assistance,2022,Family planning,13030,5.103419897999999
